gtd_gname,year,suicide,name,base,cow_id1,tios_groupid,gtd_countrycode,marob_orgid,acled_name1,acled_name2,acled_name3,acled_name4,acled_name5,acled_name6,acled_name7,acled_name8,groupid,church,clinic,court,cultural,financial,foodbank,hospital,loan,madrassa,medic,medical,microloan,militia,minister,mosque,news,party,police,radio,reconstruction,school,septic,shadow,social,sport,teacher,trash,religion,infrastructure,health,education,finance,security,religionmean,infrastructuremean,healthmean,educationmean,financemean,securitymean,socialmean,total,totalmean,churchdich,madrassadich,ministerdich,mosquedich,reconstructiondich,septicdich,trashdich,clinicdich,hospitaldich,medicdich,schooldich,teacherdich,loandich,microloandich,militiadich,culturaldich,socialdich,sportdich,courtdich,newsdich,radiodich,eduhealthdiversity,numgroups,educationdich,healthdich,totdivcount,society,societymean,artcount,words,sentences
Al-Gama'at al-Islamiyya (IG),1995,1,al-Gama'a al-Islamiyya (GAI),"Afghanistan, Egypt",700,4.0,4,,Al-Gama'a al-Islamiyya,,,,,,,,4,25,15,201,0,0,0,0,10,1,28,0,0,29,0,0,442,0,0,177,0,78,0,6,3,10,34,1,26,1,43,112,10,29,5.1999998,0.33333334,14.333332999999998,56.0,5.0,29,1.0,250,12.5,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,6,1,1,14,13,4.3333335,399,402150,15214
Al-Gama'at al-Islamiyya (IG),1996,0,al-Gama'a al-Islamiyya (GAI),"Afghanistan, Egypt",700,4.0,4,,Al-Gama'a al-Islamiyya,,,,,,,,4,27,16,136,0,0,0,0,8,0,22,0,0,27,0,0,284,0,0,96,0,52,0,7,2,7,5,0,27,0,38,57,8,27,5.4000001,0.0,12.666667,28.5,4.0,27,0.66666669,183,9.1499996,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,8,1,1,12,9,3.0,328,313361,11423
Al-Gama'at al-Islamiyya (IG),1997,0,al-Gama'a al-Islamiyya (GAI),"Afghanistan, Egypt",700,4.0,4,,Al-Gama'a al-Islamiyya,,,,,,,,4,79,8,296,0,0,0,0,8,1,18,0,0,13,0,0,405,0,0,50,0,43,0,8,1321,7,16,0,80,0,26,59,8,13,16.0,0.0,8.666667,29.5,4.0,13,440.33334,1533,76.650002,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,5,1,1,13,1328,442.66666,425,351530,12844
Al-Gama'at al-Islamiyya (IG),1998,0,al-Gama'a al-Islamiyya (GAI),"Afghanistan, Egypt",700,4.0,4,,Al-Gama'a al-Islamiyya,,,,,,,,4,37,2,130,0,0,0,0,17,1,46,0,0,13,0,0,245,0,0,57,0,40,0,6,18453,5,9,0,38,0,48,49,17,13,7.599999900000001,0.0,16.0,24.5,8.5,13,6151.0,18628,931.4000199999999,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,6,1,1,13,18458,6152.6665,303,342754,12592
Al-Intiqami al-Pakistani,2002,0,al-Intiqami al-Pakistani,Pakistan,770,174.0,153,,,,,,,,,,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,19,0,0,37,1,3,0,1,0,0,22,0,0,0.2,0.0,0.0,11.0,0.0,0,12.333333,61,3.05,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2,0,1,0,6,38,12.666667,3,1924,72
Al-Ittihaad al-Islami (AIAI),2004,0,al-Ittihaad al-Islami (AIAI),"Ethiopia, Kenya, Somalia",530,306.0,65,,AIAI: Al-Itihad Al-Islamia,,,,,,,,306,0,1,6,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,7,0,0,8411,0,3,1,0,1,1,10,0,2,0.0,0.33333334,0.33333334,5.0,0.0,2,2803.6667,8426,421.29999000000004,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,4,1,1,8,8411,2803.6667,5,7609,302
Al-Ittihaad al-Islami (AIAI),2005,0,al-Ittihaad al-Islami (AIAI),"Ethiopia, Kenya, Somalia",530,306.0,65,,AIAI: Al-Itihad Al-Islamia,,,,,,,,306,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,2,0,0,15124,0,0,0,0,0,6,2,0,3,0.0,0.0,2.0,1.0,0.0,3,5041.3335,15135,756.75,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2,4,1,1,6,15124,5041.3335,8,9172,350
Al-Madina,2002,0,al-Madina,"India, Kashmir, Pakistan",750,130.0,92,,,,,,,,,,130,6,3,6,0,0,0,0,3,0,3,0,0,0,0,0,55,0,0,2,0,38,0,2,4,15,8,0,6,0,6,46,3,0,1.2,0.0,2.0,23.0,1.5,0,1.3333334,80,4.0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,3,22,1,1,11,19,6.3333335,55,81840,3075
Al-Madina,2008,0,al-Madina,"India, Kashmir, Pakistan",750,130.0,92,,,,,,,,,,130,5,0,27,0,0,0,0,1,1,1,0,0,1,0,0,35,0,0,8,0,8,0,0,2669,16,1,0,6,0,1,9,1,1,1.2,0.0,0.33333334,4.5,0.5,1,889.66669,2704,135.2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,2,19,1,0,12,2685,895.0,43,41823,1445
Al-Mansoorian,2002,0,al-Mansoorain,"India, Kashmir, Pakistan",750,253.0,92,,,,,,,,,,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,12589,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4196.3335,12589,629.4500099999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,12589,4196.3335,4,2735,113
Al-Mansoorian,2003,0,al-Mansoorain,"India, Kashmir, Pakistan",750,253.0,92,,,,,,,,,,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7505,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,2501.6667,7505,375.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7505,2501.6667,1,737,26
Al-Mansoorian,2004,1,al-Mansoorain,"India, Kashmir, Pakistan",750,253.0,92,,,,,,,,,,253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,14095,0,0,0,0,0,1,0,0,0,0.0,0.0,0.33333334,0.0,0.0,0,4698.3335,14096,704.7999900000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,14095,4698.3335,3,1743,71
Al-Mansoorian,2005,0,al-Mansoorain,"India, Kashmir, Pakistan",750,253.0,92,,,,,,,,,,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10772,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,3590.6667,10772,538.59998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,10772,3590.6667,1,159,6
Al-Nawaz,1999,0,al-Nawaz,Pakistan,770,442.0,153,,,,,,,,,,442,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,19,0,0,0,2,0,0,0,0,0,0.40000001,0.0,0.0,0.0,0.0,0,6.3333335,21,1.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,0,0,3,19,6.3333335,4,2292,72
Al-Qaida,1992,0,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,12589,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,4196.3335,12589,629.4500099999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,0,0,3,12589,4196.3335,2,1185,37
Al-Qaida,1998,2,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,12,11,411,0,0,0,0,23,5,68,0,0,230,0,0,1382,0,0,113,0,175,0,25,12595,23,39,5,17,5,79,214,23,230,3.4000001,1.6666666,26.333334000000004,107.0,11.5,230,4198.3335,13223,661.15002,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,6,1,1,14,12618,4206.0,1425,1083491,40036
Al-Qaida,2000,2,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,41,15,537,0,0,0,0,19,12,39,0,0,155,0,0,891,0,0,92,0,150,0,5,4878,31,35,2,53,2,54,185,19,155,10.6,0.66666669,18.0,92.5,9.5,155,1626.0,5415,270.75,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,7,1,1,14,4909,1636.3334,964,698171,25158
Al-Qaida,2001,5,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,996,297,5861,0,0,0,3,241,282,1214,0,0,2491,0,0,25469,0,0,3169,0,5278,4,596,2052,720,783,80,1278,84,1514,6061,241,2491,255.60001,28.0,504.66666,3030.5,120.5,2491,684.0,15430,771.5,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,4,10,1,1,16,2772,924.0,25632,22112992,873486
Al-Qaida,2002,4,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,2239,343,10761,0,0,0,1,402,363,2433,0,2,1383,0,0,29913,0,0,2374,0,9034,6,930,3,1401,1349,144,2602,150,2777,10383,404,1383,520.40002,50.0,925.66669,5191.5,202.0,1383,1.0,21023,1051.15,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,11,1,1,17,1404,468.0,33754,28506250,1120007
Al-Qaida,2003,4,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,1724,297,11122,0,0,0,0,307,182,1656,0,0,1092,0,0,26101,0,0,1801,0,5902,3,774,5402,1012,954,134,1906,137,1953,6856,307,1092,381.20001,45.666668,651.0,3428.0,153.5,1092,1800.6666,20547,1027.35,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,13,1,1,15,6414,2138.0,28016,24655775,964787
Al-Qaida,2004,0,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,1449,337,12581,0,0,0,0,256,191,1888,0,0,1616,0,0,29213,0,0,2170,0,7210,2,932,1,1811,1017,162,1640,164,2225,8227,256,1616,328.0,54.66666800000001,741.66669,4113.5,128.0,1616,0.33333334,18861,943.0499900000001,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,3,13,1,1,15,1812,604.0,31031,26870996,1040414
Al-Qaida,2005,5,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,1056,234,10314,0,0,0,2,121,500,1180,0,2,779,0,0,20018,0,0,1675,2,4789,5,649,5676,1135,754,99,1556,106,1416,5543,123,779,311.20001,35.333332,472.0,2771.5,61.5,779,1892.0,17208,860.4000199999999,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,11,1,1,18,6811,2270.3333,20388,17219486,652631
Al-Qaida,2006,2,al-Qaeda,"Afghanistan, Albania, Algeria, Australia, Austria, Azerbaijan, Bahrain, Bangladesh, Belgium, Bosnia, Egypt, Eritrea, France, FRY (Kosovo), Germany, India, Iran, Ireland, Italy, Jordan, Kenya, Lebanon, Libya, Malaysia, Mauritania, Netherlands, P",700,345.0,4,,,,,,,,,,345,1080,278,14679,0,0,0,0,204,537,1254,0,2,3350,0,0,21797,0,0,1480,0,5021,3,634,7505,1147,944,108,1617,111,1532,5965,206,3350,323.39999,37.0,510.66666,2982.5,103.0,3350,2501.6667,22665,1133.25,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,3,11,1,1,16,8652,2884.0,21934,19090052,723113
