ME_NA,claimed,year_2003,mil_barr,pol_check,pol_build,rel_place,util_elec,gov_polit,terr_nonstate,mil_check,explo_vehicle,explo_unknown,firearm_unknown,firearm_rifle,explo_project,explo_other,firearm_handgun,claim_internet,claim_note,claim_personal,ishostkid,Iraq,Afghanistan,India,Columbia,Syria,topic1,topic2,suicide
1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.9482035636901855,0.051796425133943565,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.11134996265172957,0.8886500000953674,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8257805705070496,0.17421944439411166,0
0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.06694498658180237,0.9330549836158752,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.7080832719802856,0.2919167280197144,0
1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0.6219955682754517,0.378004401922226,0
0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0,0,0,0,0.9517907500267028,0.048209212720394135,0
0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.8922358751296997,0.10776412487030028,0
1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.10897146910429,0.8910285234451294,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8216977119445801,0.17830228805541992,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.0869930163025856,0.9130069613456726,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.9166947603225708,0.0833052322268486,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.8900241851806641,0.10997579246759416,0
0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,0,0.7116655111312866,0.2883345484733581,0
0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.3401501476764679,0.6598498225212097,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0.05823129042983055,0.9417687058448792,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.7080671787261963,0.2919328212738037,0
0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.6025776863098145,0.3974223136901856,0
0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.7327731847763062,0.26722681522369385,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0,0,0,0,0,0.12665100395679474,0.8733490109443665,0
0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8858671784400941,0.11413278430700302,0
0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.08829586952924727,0.911704123020172,0
1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.6660051345825195,0.3339948058128357,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.05505017563700676,0.9449498057365416,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.8754357695579529,0.12456423044204712,0
1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0.07458153367042543,0.9254184365272522,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0.1517491340637207,0.8482509255409241,0
1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.954559564590454,0.04544038698077202,0
0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.0614103265106678,0.9385896325111388,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5035251975059509,0.4964748024940491,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8227411508560181,0.17725881934165955,0
0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.9036743044853209,0.09632568806409836,0
0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.9155755639076232,0.0844244435429573,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.4741297960281372,0.5258702039718628,0
1,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.11656473577022552,0.8834352493286133,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.8115960955619812,0.1884039044380188,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8638308048248291,0.1361692249774933,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,1,0,0,0.09159749746322632,0.9084025025367736,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0.88555908203125,0.11444091796875,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.7549614310264587,0.2450385689735413,0
0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.9523571729660034,0.04764286428689957,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8958374857902527,0.10416245460510254,0
0,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.05452777072787285,0.9454722404479979,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.4795267581939697,0.5204732418060303,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.2748177945613861,0.7251821756362915,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0.9025879502296448,0.09741202741861343,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0.92745041847229,0.07254964113235474,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.27017778158187866,0.7298222184181213,0
0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8905764222145081,0.10942360013723372,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.06405998021364212,0.9359400272369384,0
0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.6710513830184937,0.32894864678382874,0
1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.024270206689834598,0.9757298231124878,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1,0,0,0.5720019936561584,0.4279979765415192,0
0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8973055481910706,0.10269439965486526,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.12291987240314485,0.8770801424980164,0
0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.24008476734161374,0.7599152922630309,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0,0,1,0,0,0.0937982127070427,0.9062017798423768,0
0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.22111952304840088,0.7788805365562439,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8512424230575562,0.14875759184360504,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0,0,0.7146932482719421,0.28530675172805786,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.7903324961662292,0.20966750383377075,0
0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8921604752540588,0.10783949494361876,0
1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.9375770688056946,0.06242295727133751,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.8530961871147156,0.14690379798412326,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.8822320699691772,0.11776798218488692,0
0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8069446086883545,0.19305545091629028,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.06662102788686752,0.9333789348602296,0
1,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.07675095647573471,0.9232490658760072,0
1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.9242686629295348,0.07573137432336807,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.10670170933008194,0.8932983279228209,0
1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.8175815939903259,0.1824184358119965,0
1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5795252323150635,0.4204748272895813,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.9321305155754088,0.06786946207284927,0
1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0.0819166824221611,0.9180832505226136,0
1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,0,0,0,0,0.3436837792396545,0.6563162207603455,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8510407805442809,0.1489591896533966,0
1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.9289152026176452,0.07108476758003235,0
1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.058211211115121834,0.9417887926101683,0
1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.11033691465854643,0.8896631002426147,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8625637888908386,0.1374361515045166,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.056712478399276726,0.9432875514030457,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.8115522861480713,0.18844765424728396,0
1,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,1,0,0,0,0,0.08190402388572693,0.9180959463119508,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0.2279651463031769,0.7720348834991455,0
0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.10506558418273926,0.8949344158172607,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.3297105133533478,0.6702895164489746,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.08012516051530838,0.9198748469352722,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.3291403651237488,0.6708596348762512,0
0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.2748365104198456,0.725163459777832,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.27478793263435364,0.7252120971679688,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.14433470368385315,0.8556652665138245,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.061182431876659386,0.9388176202774048,0
0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.08003702014684677,0.9199629426002502,0
1,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.9474806189537048,0.052519332617521286,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.8985779881477356,0.101422019302845,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.29106926918029785,0.7089307308197021,0
1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.05814740061759949,0.941852569580078,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0.9106936454772948,0.08930636942386627,0
1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.06467290222644806,0.9353271126747132,0
0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8634593486785889,0.13654063642024994,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.8683836460113525,0.13161638379096985,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.7081577181816101,0.2918423116207123,0
0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.046021778136491776,0.9539782404899596,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8348640203475952,0.16513603925704956,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.09844870865345,0.9015513062477112,0
0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.8288059234619141,0.17119407653808594,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8273740410804749,0.17262598872184753,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,0.9428489804267884,0.057151008397340775,0
1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.1207088902592659,0.8792911171913147,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.13078495860099792,0.8692150712013245,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0.7026097774505615,0.2973901927471161,0
1,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5932886600494385,0.4067113399505615,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8724358677864075,0.12756411731243136,0
1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8125259280204773,0.1874740868806839,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.07808753848075868,0.9219124317169191,0
1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0.07461104542016983,0.9253889322280884,0
1,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.16022753715515134,0.8397724628448486,0
0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.4583904445171356,0.5416095852851868,0
0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8962650895118713,0.10373485088348387,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0.896188497543335,0.10381152480840684,0
1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0826568454504013,0.9173431396484376,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5742078423500061,0.4257921576499939,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.11671756953001022,0.8832824230194092,0
1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.06573651731014253,0.9342635273933412,0
0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.17027108371257782,0.829728901386261,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5687030553817749,0.4312969148159027,0
1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0.07541053742170334,0.924589455127716,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8936399817466736,0.10636001080274582,0
0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.07535624504089355,0.9246437549591064,0
0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.3278593420982361,0.6721406579017639,0
0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.913079559803009,0.08692043274641037,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.05812816321849822,0.9418718218803406,0
1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.07587464153766632,0.9241253733634948,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.041171789169311516,0.9588282108306884,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.81351238489151,0.1864876300096512,0
0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.9617103338241576,0.038289643824100494,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.624862015247345,0.37513798475265503,0
1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0.8526883721351624,0.14731165766716006,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.27485865354537964,0.7251413464546204,0
1,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0.07600915431976317,0.9239909052848816,0
0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.11385118216276167,0.8861488103866577,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.9224289059638976,0.07757112383842467,0
1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.2714467942714691,0.7285531759262085,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.8302213549613953,0.16977861523628235,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.5123758912086487,0.4876241385936737,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0.2021915763616562,0.7978084683418274,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.86418616771698,0.13581383228302002,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0.9215872287750244,0.07841276377439499,0
1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.2724815905094147,0.7275184392929077,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.14426523447036746,0.8557348251342773,0
0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.7115236520767212,0.2884763181209564,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,0.07870558649301529,0.9212943911552428,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.08363943547010423,0.91636061668396,0
1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.12778355181217196,0.8722164630889893,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0.9284031987190248,0.07159677892923355,0
1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0.15317302942276,0.84682697057724,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.8160026073455809,0.18399743735790253,0
1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0,0.8817278146743774,0.11827221512794495,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.9287286400794984,0.0712713822722435,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.932305634021759,0.06769436597824098,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5,0.5,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5,0.5,0
0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0.31502705812454224,0.6849729418754578,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.08465079218149185,0.9153491854667664,0
1,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0.07674767822027206,0.9232523441314696,0
0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0.10183990746736526,0.8981600999832153,0
0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.14310412108898166,0.8568958044052124,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.1433362066745758,0.8566638231277466,0
0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0.08949986100196837,0.9105001091957092,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.10051871836185457,0.8994812965393066,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0864199697971344,0.913580060005188,0
1,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.12084798514842987,0.8791519999504089,0
1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.8044112920761108,0.1955886483192444,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.039992261677980416,0.9600077271461488,0
0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5,0.5,0
0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0.8517153263092041,0.1482846736907959,0
0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.052390970289707184,0.9476090073585509,0
0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.5283129215240479,0.4716870784759522,0
